Year,Week,Date,Specimens_Other,Adenovirus_count,Adenovirus_pct,RSV_count,RSV_pct,Metapneumovirus_count,Metapneumovirus_pct,Rhinovirus_Enterovirus_count,Rhinovirus_Enterovirus_pct,SARS_CoV_2_count,SARS_CoV_2_pct,From,To,MidDate,RSV_proportion,Metapneumovirus_proportion,Adenovirus_proportion
2014,1,29/12/2013 - 04/01,2164.0,39,1.8,6.0,0.28,22.0,1.02,22.0,22.0,,,2013-12-29,2014-01-04,2014-01-01 00:00:00,0.0028000000000000004,0.0102,0.018000000000000002
2014,2,05/01 - 11/01,2412.0,33,1.37,6.0,0.25,18.0,0.75,18.0,17.0,,,2014-01-05,2014-01-11,2014-01-08 00:00:00,0.0025,0.0075,0.0137
2014,3,12/01 - 18/01,2307.0,28,1.21,4.0,0.17,12.0,0.52,12.0,12.0,,,2014-01-12,2014-01-18,2014-01-15 00:00:00,0.0017000000000000001,0.0052,0.0121
2014,4,19/01 - 25/01,2589.0,20,0.77,20.0,0.77,13.0,0.5,13.0,12.0,,,2014-01-19,2014-01-25,2014-01-22 00:00:00,0.0077,0.005,0.0077
2014,5,26/01 - 01/02,2676.0,17,0.64,12.0,0.45,10.0,0.37,10.0,10.0,,,2014-01-26,2014-02-01,2014-01-29 00:00:00,0.0045000000000000005,0.0037,0.0064
2014,6,02/02 - 08/02,3042.0,27,0.89,12.0,0.39,12.0,0.39,12.0,10.0,,,2014-02-02,2014-02-08,2014-02-05 00:00:00,0.0039000000000000003,0.0039000000000000003,0.0089
2014,7,09/02 - 15/02,2588.0,42,1.62,21.0,0.81,148.0,5.72,148.0,139.0,,,2014-02-09,2014-02-15,2014-02-12 00:00:00,0.008100000000000001,0.0572,0.016200000000000003
2014,8,16/02 - 22/02,2879.0,46,1.6,33.0,1.15,152.0,5.28,150.0,141.0,,,2014-02-16,2014-02-22,2014-02-19 00:00:00,0.0115,0.0528,0.016
2014,9,23/02 - 01/03,2882.0,36,1.25,46.0,1.6,170.0,5.9,168.0,160.0,,,2014-02-23,2014-03-01,2014-02-26 00:00:00,0.016,0.059000000000000004,0.0125
2014,10,02/03 - 08/03,2516.0,32,1.27,48.0,1.91,207.0,8.23,206.0,189.0,,,2014-03-02,2014-03-08,2014-03-05 00:00:00,0.0191,0.0823,0.0127
2014,11,09/03 - 15/03,2433.0,28,1.15,71.0,2.92,201.0,8.26,201.0,198.0,,,2014-03-09,2014-03-15,2014-03-12 00:00:00,0.0292,0.08259999999999999,0.0115
2014,12,16/03 - 22/03,2553.0,35,1.37,97.0,3.8,263.0,10.3,262.0,258.0,,,2014-03-16,2014-03-22,2014-03-19 00:00:00,0.038,0.10300000000000001,0.0137
2014,13,23/03 - 29/03,2533.0,46,1.82,152.0,6.0,266.0,10.5,209.0,197.0,,,2014-03-23,2014-03-29,2014-03-26 00:00:00,0.06,0.105,0.0182
2014,14,30/03 - 05/04,2186.0,40,1.83,128.0,5.86,240.0,10.98,80.0,77.0,,,2014-03-30,2014-04-05,2014-04-02 00:00:00,0.058600000000000006,0.10980000000000001,0.0183
2014,15,06/04 - 12/04,2552.0,49,1.92,186.0,7.29,312.0,12.23,89.0,83.0,,,2014-04-06,2014-04-12,2014-04-09 00:00:00,0.0729,0.1223,0.0192
2014,16,13/04 - 19/04,2309.0,47,2.04,146.0,6.32,273.0,11.82,87.0,84.0,,,2014-04-13,2014-04-19,2014-04-16 00:00:00,0.0632,0.1182,0.0204
2014,17,20/04 - 26/04,2297.0,23,1.0,148.0,6.44,274.0,11.93,100.0,86.0,,,2014-04-20,2014-04-26,2014-04-23 00:00:00,0.0644,0.1193,0.01
2014,18,27/04 - 03/05,2193.0,69,3.15,117.0,5.34,259.0,11.81,109.0,94.0,,,2014-04-27,2014-05-03,2014-04-30 00:00:00,0.053399999999999996,0.11810000000000001,0.0315
2014,19,04/05 - 10/05,1933.0,40,2.07,76.0,3.93,246.0,12.73,99.0,85.0,,,2014-05-04,2014-05-10,2014-05-07 00:00:00,0.0393,0.1273,0.0207
2014,20,11/05 - 17/05,1919.0,35,1.82,64.0,3.34,253.0,13.18,102.0,82.0,,,2014-05-11,2014-05-17,2014-05-14 00:00:00,0.0334,0.1318,0.0182
2014,21,18/05 - 24/05,1972.0,56,2.84,71.0,3.6,302.0,15.31,100.0,64.0,,,2014-05-18,2014-05-24,2014-05-21 00:00:00,0.036000000000000004,0.1531,0.028399999999999998
2014,22,25/05 - 31/05,2061.0,64,3.11,104.0,5.05,332.0,16.11,94.0,65.0,,,2014-05-25,2014-05-31,2014-05-28 00:00:00,0.050499999999999996,0.1611,0.0311
2014,23,01/06 - 07/06,2132.0,54,2.53,114.0,5.35,324.0,15.2,106.0,70.0,,,2014-06-01,2014-06-07,2014-06-04 00:00:00,0.0535,0.152,0.0253
2014,24,08/06 - 14/06,2183.0,73,3.34,119.0,5.45,301.0,13.79,101.0,58.0,,,2014-06-08,2014-06-14,2014-06-11 00:00:00,0.0545,0.1379,0.0334
2014,25,15/06 - 21/06,2048.0,55,2.69,89.0,4.35,226.0,11.04,95.0,54.0,,,2014-06-15,2014-06-21,2014-06-18 00:00:00,0.0435,0.1104,0.0269
2014,26,22/06 - 28/06,1825.0,77,4.22,67.0,3.67,216.0,11.84,112.0,52.0,,,2014-06-22,2014-06-28,2014-06-25 00:00:00,0.036699999999999997,0.1184,0.042199999999999994
2014,27,29/06 - 05/07,1867.0,84,4.5,78.0,4.18,251.0,13.44,107.0,55.0,,,2014-06-29,2014-07-05,2014-07-02 00:00:00,0.0418,0.1344,0.045
2014,28,06/07 - 12/07,1945.0,99,5.09,95.0,4.88,261.0,13.42,99.0,47.0,,,2014-07-06,2014-07-12,2014-07-09 00:00:00,0.048799999999999996,0.13419999999999999,0.0509
2014,29,13/07 - 19/07,1924.0,73,3.79,101.0,5.25,207.0,10.76,102.0,57.0,,,2014-07-13,2014-07-19,2014-07-16 00:00:00,0.0525,0.1076,0.0379
2014,30,20/07 - 26/07,1728.0,97,5.61,83.0,4.8,156.0,9.03,103.0,57.0,,,2014-07-20,2014-07-26,2014-07-23 00:00:00,0.048,0.09029999999999999,0.056100000000000004
2014,31,27/07 - 02/08,1709.0,73,4.27,82.0,4.8,123.0,7.2,98.0,67.0,,,2014-07-27,2014-08-02,2014-07-30 00:00:00,0.048,0.07200000000000001,0.042699999999999995
2014,32,03/08 - 09/08,1653.0,82,4.96,72.0,4.36,92.0,5.57,76.0,55.0,,,2014-08-03,2014-08-09,2014-08-06 00:00:00,0.0436,0.0557,0.0496
2014,33,10/08 - 16/08,1549.0,60,3.87,67.0,4.33,131.0,8.46,99.0,79.0,,,2014-08-10,2014-08-16,2014-08-13 00:00:00,0.0433,0.08460000000000001,0.0387
2014,34,17/08 - 23/08,1480.0,49,3.31,52.0,3.51,113.0,7.64,91.0,68.0,,,2014-08-17,2014-08-23,2014-08-20 00:00:00,0.0351,0.0764,0.0331
2014,35,24/08 - 30/08,1638.0,64,3.91,61.0,3.72,137.0,8.36,111.0,81.0,,,2014-08-24,2014-08-30,2014-08-27 00:00:00,0.037200000000000004,0.0836,0.0391
2014,36,31/08 - 06/09,1844.0,50,2.71,74.0,4.01,124.0,6.72,84.0,73.0,,,2014-08-31,2014-09-06,2014-09-03 00:00:00,0.0401,0.0672,0.0271
2014,37,07/09 - 13/09,1848.0,55,2.98,78.0,4.22,181.0,9.79,93.0,84.0,,,2014-09-07,2014-09-13,2014-09-10 00:00:00,0.042199999999999994,0.09789999999999999,0.0298
2014,38,14/09 - 20/09,1949.0,74,3.8,53.0,2.72,253.0,12.98,86.0,75.0,,,2014-09-14,2014-09-20,2014-09-17 00:00:00,0.027200000000000002,0.1298,0.038
2014,39,21/09 - 27/09,1983.0,59,2.98,60.0,3.03,261.0,13.16,105.0,91.0,,,2014-09-21,2014-09-27,2014-09-24 00:00:00,0.030299999999999997,0.1316,0.0298
2014,40,28/09 - 04/10,1912.0,67,3.5,86.0,4.5,275.0,14.38,122.0,111.0,,,2014-09-28,2014-10-04,2014-10-01 00:00:00,0.045,0.1438,0.035
2014,41,05/10 - 11/10,1857.0,74,3.98,65.0,3.5,276.0,14.86,81.0,73.0,,,2014-10-05,2014-10-11,2014-10-08 00:00:00,0.035,0.14859999999999998,0.0398
2014,42,12/10 - 18/10,1898.0,83,4.37,37.0,1.95,294.0,15.49,96.0,86.0,,,2014-10-12,2014-10-18,2014-10-15 00:00:00,0.0195,0.1549,0.0437
2014,43,19/10 - 25/10,1797.0,53,2.95,34.0,1.89,305.0,16.97,97.0,92.0,,,2014-10-19,2014-10-25,2014-10-22 00:00:00,0.0189,0.1697,0.029500000000000002
2014,44,26/10 - 01/11,1962.0,95,4.84,26.0,1.33,307.0,15.65,89.0,80.0,,,2014-10-26,2014-11-01,2014-10-29 00:00:00,0.013300000000000001,0.1565,0.0484
2014,45,02/11 - 08/11,1964.0,105,5.35,29.0,1.48,294.0,14.97,99.0,92.0,,,2014-11-02,2014-11-08,2014-11-05 00:00:00,0.0148,0.1497,0.0535
2014,46,09/11 - 15/11,1812.0,116,6.4,24.0,1.32,305.0,16.83,113.0,108.0,,,2014-11-09,2014-11-15,2014-11-12 00:00:00,0.0132,0.16829999999999998,0.064
2014,47,16/11 - 22/11,2102.0,94,4.47,28.0,1.33,372.0,17.7,88.0,79.0,,,2014-11-16,2014-11-22,2014-11-19 00:00:00,0.013300000000000001,0.177,0.0447
2014,48,23/11 - 29/11,2140.0,125,5.84,33.0,1.54,319.0,14.91,80.0,78.0,,,2014-11-23,2014-11-29,2014-11-26 00:00:00,0.0154,0.1491,0.0584
2014,49,30/11 - 06/12,2045.0,117,5.72,37.0,1.81,277.0,13.55,101.0,91.0,,,2014-11-30,2014-12-06,2014-12-03 00:00:00,0.0181,0.1355,0.0572
2014,50,07/12 - 13/12,2158.0,120,5.56,55.0,2.55,291.0,13.48,84.0,77.0,,,2014-12-07,2014-12-13,2014-12-10 00:00:00,0.0255,0.1348,0.0556
2014,51,14/12 - 20/12,2373.0,140,5.9,50.0,2.11,314.0,13.23,102.0,100.0,,,2014-12-14,2014-12-20,2014-12-17 00:00:00,0.021099999999999997,0.1323,0.059000000000000004
2014,52,21/12 - 27/12,2495.0,89,3.57,46.0,1.84,269.0,10.78,109.0,107.0,,,2014-12-21,2014-12-27,2014-12-24 00:00:00,0.0184,0.10779999999999999,0.035699999999999996
2015,1,28/12/2014 - 03/01,3069.0,134,4.37,51.0,1.66,266.0,8.67,92.0,91.0,,,2014-12-28,2015-01-03,2014-12-31 00:00:00,0.0166,0.0867,0.0437
2015,2,04/01 - 10/01,3351.0,105,3.13,64.0,1.91,289.0,8.62,99.0,96.0,,,2015-01-04,2015-01-10,2015-01-07 00:00:00,0.0191,0.0862,0.0313
2015,3,11/01 - 17/01,3392.0,110,3.24,49.0,1.44,215.0,6.34,83.0,83.0,,,2015-01-11,2015-01-17,2015-01-14 00:00:00,0.0144,0.0634,0.032400000000000005
2015,4,18/01 - 24/01,4315.0,100,2.32,70.0,1.62,248.0,5.75,117.0,115.0,,,2015-01-18,2015-01-24,2015-01-21 00:00:00,0.016200000000000003,0.0575,0.0232
2015,5,25/01 - 31/01,5187.0,82,1.58,84.0,1.62,304.0,5.86,115.0,111.0,,,2015-01-25,2015-01-31,2015-01-28 00:00:00,0.016200000000000003,0.058600000000000006,0.0158
2015,6,01/02 - 07/02,4854.0,88,1.81,69.0,1.42,230.0,4.74,51.0,49.0,,,2015-02-01,2015-02-07,2015-02-04 00:00:00,0.014199999999999999,0.047400000000000005,0.0181
2015,7,08/02 - 14/02,4650.0,94,2.02,90.0,1.94,199.0,4.28,121.0,119.0,,,2015-02-08,2015-02-14,2015-02-11 00:00:00,0.0194,0.042800000000000005,0.0202
2015,8,15/02 - 21/02,4049.0,94,2.32,70.0,1.73,215.0,5.31,110.0,109.0,,,2015-02-15,2015-02-21,2015-02-18 00:00:00,0.0173,0.053099999999999994,0.0232
2015,9,22/02 - 28/02,4714.0,85,1.8,120.0,2.55,214.0,4.54,81.0,79.0,,,2015-02-22,2015-02-28,2015-02-25 00:00:00,0.0255,0.0454,0.018000000000000002
2015,10,01/03 - 07/03,4145.0,57,1.38,70.0,1.69,145.0,3.5,98.0,89.0,,,2015-03-01,2015-03-07,2015-03-04 00:00:00,0.0169,0.035,0.0138
2015,11,08/03 - 14/03,3800.0,44,1.16,72.0,1.89,131.0,3.45,81.0,76.0,,,2015-03-08,2015-03-14,2015-03-11 00:00:00,0.0189,0.0345,0.0116
2015,12,15/03 - 21/03,4093.0,46,1.12,97.0,2.37,255.0,6.23,78.0,77.0,,,2015-03-15,2015-03-21,2015-03-18 00:00:00,0.023700000000000002,0.0623,0.011200000000000002
2015,13,22/03 - 28/03,3640.0,57,1.57,103.0,2.83,257.0,7.06,44.0,42.0,,,2015-03-22,2015-03-28,2015-03-25 00:00:00,0.028300000000000002,0.0706,0.015700000000000002
2015,14,29/03 - 04/04,2767.0,38,1.37,80.0,2.89,235.0,8.49,63.0,62.0,,,2015-03-29,2015-04-04,2015-04-01 00:00:00,0.028900000000000002,0.0849,0.0137
2015,15,05/04 - 11/04,4054.0,39,0.96,137.0,3.38,362.0,8.93,85.0,78.0,,,2015-04-05,2015-04-11,2015-04-08 00:00:00,0.0338,0.08929999999999999,0.0096
2015,16,12/04 - 18/04,3275.0,37,1.13,129.0,3.94,313.0,9.56,41.0,35.0,,,2015-04-12,2015-04-18,2015-04-15 00:00:00,0.0394,0.0956,0.0113
2015,17,19/04 - 25/04,3093.0,23,0.74,83.0,2.68,290.0,9.38,99.0,89.0,,,2015-04-19,2015-04-25,2015-04-22 00:00:00,0.0268,0.09380000000000001,0.0074
2015,18,26/04 - 02/05,2989.0,36,1.2,108.0,3.61,357.0,11.94,57.0,47.0,,,2015-04-26,2015-05-02,2015-04-29 00:00:00,0.0361,0.11939999999999999,0.012
2015,19,03/05 - 09/05,2956.0,34,1.15,95.0,3.21,358.0,12.11,33.0,28.0,,,2015-05-03,2015-05-09,2015-05-06 00:00:00,0.0321,0.1211,0.0115
2015,20,10/05 - 16/05,2875.0,35,1.22,89.0,3.1,368.0,12.8,109.0,82.0,,,2015-05-10,2015-05-16,2015-05-13 00:00:00,0.031,0.128,0.012199999999999999
2015,21,17/05 - 23/05,2786.0,38,1.36,91.0,3.27,370.0,13.28,85.0,58.0,,,2015-05-17,2015-05-23,2015-05-20 00:00:00,0.0327,0.1328,0.013600000000000001
2015,22,24/05 - 30/05,2963.0,36,1.21,119.0,4.02,346.0,11.68,104.0,77.0,,,2015-05-24,2015-05-30,2015-05-27 00:00:00,0.04019999999999999,0.1168,0.0121
2015,23,31/05 - 06/06,3337.0,58,1.74,123.0,3.69,342.0,10.25,70.0,46.0,,,2015-05-31,2015-06-06,2015-06-03 00:00:00,0.0369,0.1025,0.0174
2015,24,07/06 - 13/06,3815.0,61,1.6,125.0,3.28,406.0,10.64,151.0,91.0,,,2015-06-07,2015-06-13,2015-06-10 00:00:00,0.032799999999999996,0.10640000000000001,0.016
2015,25,14/06 - 20/06,3480.0,54,1.55,134.0,3.85,326.0,9.37,45.0,25.0,,,2015-06-14,2015-06-20,2015-06-17 00:00:00,0.0385,0.09369999999999999,0.0155
2015,26,21/06 -  27/06,4086.0,55,1.35,149.0,3.65,346.0,8.47,130.0,75.0,,,2015-06-21,2015-06-27,2015-06-24 00:00:00,0.0365,0.08470000000000001,0.013500000000000002
2015,27,28/06 - 04/07,3825.0,46,1.2,170.0,4.44,279.0,7.29,75.0,39.0,,,2015-06-28,2015-07-04,2015-07-01 00:00:00,0.0444,0.0729,0.012
2015,28,05/07 - 11/07,3420.0,63,1.84,174.0,5.09,267.0,7.81,104.0,60.0,,,2015-07-05,2015-07-11,2015-07-08 00:00:00,0.0509,0.0781,0.0184
2015,29,12/07 - 18/07,3186.0,43,1.35,173.0,5.43,262.0,8.22,86.0,66.0,,,2015-07-12,2015-07-18,2015-07-15 00:00:00,0.054299999999999994,0.08220000000000001,0.013500000000000002
2015,30,19/07 - 25/07,2793.0,29,1.04,147.0,5.26,205.0,7.34,76.0,58.0,,,2015-07-19,2015-07-25,2015-07-22 00:00:00,0.0526,0.07339999999999999,0.0104
2015,31,26/07 - 01/08,2799.0,38,1.36,113.0,4.04,211.0,7.54,105.0,74.0,,,2015-07-26,2015-08-01,2015-07-29 00:00:00,0.0404,0.0754,0.013600000000000001
2015,32,02/08 - 08/08,2898.0,32,1.1,133.0,4.59,240.0,8.28,108.0,75.0,,,2015-08-02,2015-08-08,2015-08-05 00:00:00,0.045899999999999996,0.0828,0.011000000000000001
2015,33,09/08 - 15/08,2883.0,36,1.25,131.0,4.54,247.0,8.57,97.0,69.0,,,2015-08-09,2015-08-15,2015-08-12 00:00:00,0.0454,0.0857,0.0125
2015,34,16/08 - 22/08,2599.0,34,1.31,136.0,5.23,219.0,8.43,69.0,52.0,,,2015-08-16,2015-08-22,2015-08-19 00:00:00,0.052300000000000006,0.0843,0.0131
2015,35,23/08 - 29/08,2759.0,49,1.78,112.0,4.06,248.0,8.99,100.0,78.0,,,2015-08-23,2015-08-29,2015-08-26 00:00:00,0.0406,0.08990000000000001,0.0178
2015,36,30/08 - 05/09,2501.0,35,1.4,119.0,4.76,279.0,11.16,99.0,76.0,,,2015-08-30,2015-09-05,2015-09-02 00:00:00,0.047599999999999996,0.1116,0.013999999999999999
2015,37,06/09 - 12/09,2669.0,33,1.24,126.0,4.72,382.0,14.31,80.0,65.0,,,2015-09-06,2015-09-12,2015-09-09 00:00:00,0.0472,0.1431,0.0124
2015,38,13/09 - 19/09,2926.0,33,1.13,128.0,4.37,513.0,17.53,97.0,90.0,,,2015-09-13,2015-09-19,2015-09-16 00:00:00,0.0437,0.1753,0.0113
2015,39,20/09 - 26/09,2832.0,43,1.52,88.0,3.11,499.0,17.62,117.0,108.0,,,2015-09-20,2015-09-26,2015-09-23 00:00:00,0.0311,0.17620000000000002,0.0152
2015,40,27/09 - 03/10,2681.0,37,1.38,107.0,3.99,504.0,18.8,81.0,68.0,,,2015-09-27,2015-10-03,2015-09-30 00:00:00,0.039900000000000005,0.188,0.0138
2015,41,04/10 - 10/10,2708.0,45,1.66,90.0,3.32,428.0,15.81,88.0,81.0,,,2015-10-04,2015-10-10,2015-10-07 00:00:00,0.0332,0.15810000000000002,0.0166
2015,42,11/10 - 17/10,2749.0,36,1.31,74.0,2.69,376.0,13.68,97.0,87.0,,,2015-10-11,2015-10-17,2015-10-14 00:00:00,0.0269,0.1368,0.0131
2015,43,18/10 - 24/10,2890.0,55,1.9,64.0,2.21,421.0,14.57,99.0,81.0,,,2015-10-18,2015-10-24,2015-10-21 00:00:00,0.022099999999999998,0.1457,0.019
2015,44,25/10 - 31/10,2911.0,40,1.37,66.0,2.27,394.0,13.53,94.0,85.0,,,2015-10-25,2015-10-31,2015-10-28 00:00:00,0.0227,0.1353,0.0137
2015,45,01/11 - 07/11,2921.0,51,1.75,42.0,1.44,400.0,13.69,99.0,86.0,,,2015-11-01,2015-11-07,2015-11-04 00:00:00,0.0144,0.1369,0.0175
2015,46,08/11 - 14/11,2802.0,46,1.64,38.0,1.36,326.0,11.63,88.0,74.0,,,2015-11-08,2015-11-14,2015-11-11 00:00:00,0.013600000000000001,0.11630000000000001,0.016399999999999998
2015,47,15/11 - 21/11,2770.0,41,1.48,43.0,1.55,330.0,11.91,92.0,72.0,,,2015-11-15,2015-11-21,2015-11-18 00:00:00,0.0155,0.1191,0.0148
2015,48,22/11 - 28/11,2792.0,49,1.76,54.0,1.93,368.0,13.18,104.0,66.0,,,2015-11-22,2015-11-28,2015-11-25 00:00:00,0.019299999999999998,0.1318,0.0176
2015,49,29/11 - 05/12,3017.0,50,1.66,57.0,1.89,373.0,12.36,97.0,73.0,,,2015-11-29,2015-12-05,2015-12-02 00:00:00,0.0189,0.12359999999999999,0.0166
2015,50,06/12 - 12/12,2874.0,42,1.46,49.0,1.7,397.0,13.81,92.0,63.0,,,2015-12-06,2015-12-12,2015-12-09 00:00:00,0.017,0.1381,0.0146
2015,51,13/12 - 19/12,3077.0,50,1.62,56.0,1.82,381.0,12.38,103.0,82.0,,,2015-12-13,2015-12-19,2015-12-16 00:00:00,0.0182,0.12380000000000001,0.016200000000000003
2015,52,20/12 - 26/12,3232.0,30,0.93,42.0,1.3,338.0,10.46,105.0,80.0,,,2015-12-20,2015-12-26,2015-12-23 00:00:00,0.013000000000000001,0.10460000000000001,0.009300000000000001
2016,1,27/12/2015 - 02/01,3124.0,35,1.12,78.0,2.5,318.0,10.18,83.0,66.0,,,2015-12-27,2016-01-02,2015-12-30 00:00:00,0.025,0.1018,0.011200000000000002
2016,2,03/01 - 09/01,3204.0,44,1.37,90.0,2.81,334.0,10.42,84.0,66.0,,,2016-01-03,2016-01-09,2016-01-06 00:00:00,0.0281,0.1042,0.0137
2016,3,10/01 - 16/01,3096.0,39,1.26,96.0,3.1,269.0,8.69,91.0,72.0,,,2016-01-10,2016-01-16,2016-01-13 00:00:00,0.031,0.08689999999999999,0.0126
2016,4,17/01 - 23/01,3280.0,47,1.43,125.0,3.81,307.0,9.36,99.0,84.0,,,2016-01-17,2016-01-23,2016-01-20 00:00:00,0.0381,0.09359999999999999,0.0143
2016,5,24/01 - 30/01,3537.0,21,0.59,130.0,3.68,330.0,9.33,84.0,64.0,,,2016-01-24,2016-01-30,2016-01-27 00:00:00,0.0368,0.0933,0.0059
2016,6,31/01 - 06/02,3935.0,49,1.25,157.0,3.99,290.0,7.37,100.0,84.0,,,2016-01-31,2016-02-06,2016-02-03 00:00:00,0.039900000000000005,0.0737,0.0125
2016,7,07/02 - 13/02,4544.0,56,1.23,183.0,4.03,272.0,5.99,100.0,85.0,,,2016-02-07,2016-02-13,2016-02-10 00:00:00,0.0403,0.0599,0.0123
2016,8,14/02 - 20/02,4896.0,61,1.25,219.0,4.47,271.0,5.24,90.0,81.0,,,2016-02-14,2016-02-20,2016-02-17 00:00:00,0.0447,0.0524,0.0125
2016,9,21/02 - 27/02,4959.0,64,1.29,190.0,3.83,217.0,4.38,105.0,90.0,,,2016-02-21,2016-02-27,2016-02-24 00:00:00,0.0383,0.0438,0.0129
2016,10,28/02 - 05/03,5110.0,66,1.29,184.0,3.6,258.0,5.05,85.0,75.0,,,2016-02-28,2016-03-05,2016-03-02 00:00:00,0.036000000000000004,0.050499999999999996,0.0129
2016,11,06/03 - 12/03,4651.0,56,1.2,157.0,3.38,244.0,5.25,76.0,69.0,,,2016-03-06,2016-03-12,2016-03-09 00:00:00,0.0338,0.0525,0.012
2016,12,13/03 - 19/03,4247.0,63,1.48,166.0,3.91,270.0,6.36,99.0,78.0,,,2016-03-13,2016-03-19,2016-03-16 00:00:00,0.0391,0.0636,0.0148
2016,13,20/03 - 26/03,3241.0,74,2.28,148.0,4.57,241.0,7.44,80.0,63.0,,,2016-03-20,2016-03-26,2016-03-23 00:00:00,0.045700000000000005,0.07440000000000001,0.022799999999999997
2016,14,27/03 - 02/04,5273.0,64,1.21,195.0,3.7,349.0,6.62,110.0,75.0,,,2016-03-27,2016-04-02,2016-03-30 00:00:00,0.037000000000000005,0.0662,0.0121
2016,15,03/04 - 09/04,4159.0,76,1.83,119.0,2.86,285.0,6.85,94.0,73.0,,,2016-04-03,2016-04-09,2016-04-06 00:00:00,0.0286,0.06849999999999999,0.0183
2016,16,10/04 - 16/04,4070.0,76,1.87,132.0,3.24,305.0,7.49,96.0,73.0,,,2016-04-10,2016-04-16,2016-04-13 00:00:00,0.032400000000000005,0.07490000000000001,0.0187
2016,17,17/04 - 23/04,4116.0,43,1.04,172.0,4.18,411.0,9.99,93.0,69.0,,,2016-04-17,2016-04-23,2016-04-20 00:00:00,0.0418,0.0999,0.0104
2016,18,24/04 - 30/04,4342.0,57,1.31,180.0,4.15,536.0,12.34,120.0,103.0,,,2016-04-24,2016-04-30,2016-04-27 00:00:00,0.0415,0.1234,0.0131
2016,19,01/05 - 07/05,4017.0,61,1.52,153.0,3.81,608.0,15.14,103.0,68.0,,,2016-05-01,2016-05-07,2016-05-04 00:00:00,0.0381,0.1514,0.0152
2016,20,08/05 - 14/05,3435.0,63,1.83,158.0,4.6,425.0,12.37,85.0,50.0,,,2016-05-08,2016-05-14,2016-05-11 00:00:00,0.046,0.12369999999999999,0.0183
2016,21,15/05 - 21/05,4530.0,132,2.91,164.0,3.62,600.0,13.25,114.0,66.0,,,2016-05-15,2016-05-21,2016-05-18 00:00:00,0.0362,0.1325,0.0291
2016,22,22/05 - 28/05,3783.0,87,2.3,123.0,3.25,510.0,13.48,90.0,59.0,,,2016-05-22,2016-05-28,2016-05-25 00:00:00,0.0325,0.1348,0.023
2016,23,29/05 - 04/06,3806.0,106,2.79,120.0,3.15,521.0,13.69,95.0,55.0,,,2016-05-29,2016-06-04,2016-06-01 00:00:00,0.0315,0.1369,0.0279
2016,24,05/06 - 11/06,3304.0,106,3.21,120.0,3.63,444.0,13.44,96.0,54.0,,,2016-06-05,2016-06-11,2016-06-08 00:00:00,0.0363,0.1344,0.0321
2016,25,12/06 - 18/06,3262.0,107,3.28,119.0,3.65,438.0,13.43,88.0,56.0,,,2016-06-12,2016-06-18,2016-06-15 00:00:00,0.0365,0.1343,0.032799999999999996
2016,26,19/06 - 25/06,3455.0,134,3.88,101.0,2.92,479.0,13.86,98.0,51.0,,,2016-06-19,2016-06-25,2016-06-22 00:00:00,0.0292,0.1386,0.0388
2016,27,26/06 - 02/07,2982.0,132,4.43,105.0,3.52,360.0,12.07,97.0,65.0,,,2016-06-26,2016-07-02,2016-06-29 00:00:00,0.0352,0.1207,0.0443
2016,28,03/07 - 09/07,3087.0,116,3.76,140.0,4.54,363.0,11.76,89.0,52.0,,,2016-07-03,2016-07-09,2016-07-06 00:00:00,0.0454,0.1176,0.037599999999999995
2016,29,10/07 - 16/07,3236.0,122,3.77,135.0,4.17,336.0,10.38,94.0,66.0,,,2016-07-10,2016-07-16,2016-07-13 00:00:00,0.0417,0.1038,0.0377
2016,30,17/07 - 23/07,3206.0,159,4.96,149.0,4.65,310.0,9.67,98.0,60.0,,,2016-07-17,2016-07-23,2016-07-20 00:00:00,0.04650000000000001,0.0967,0.0496
2016,31,24/07 - 30/07,3091.0,122,3.95,155.0,5.01,251.0,8.12,92.0,69.0,,,2016-07-24,2016-07-30,2016-07-27 00:00:00,0.0501,0.0812,0.0395
2016,32,31/07 - 06/08,3035.0,115,3.79,147.0,4.84,220.0,7.25,93.0,75.0,,,2016-07-31,2016-08-06,2016-08-03 00:00:00,0.0484,0.0725,0.0379
2016,33,07/08 - 13/08,3045.0,96,3.15,112.0,3.68,164.0,5.39,90.0,64.0,,,2016-08-07,2016-08-13,2016-08-10 00:00:00,0.0368,0.053899999999999997,0.0315
2016,34,14/08 - 20/08,2845.0,84,2.95,109.0,3.83,128.0,4.5,90.0,62.0,,,2016-08-14,2016-08-20,2016-08-17 00:00:00,0.0383,0.045,0.029500000000000002
2016,35,21/08 - 27/08,3066.0,93,3.03,116.0,3.78,147.0,4.79,97.0,66.0,,,2016-08-21,2016-08-27,2016-08-24 00:00:00,0.0378,0.0479,0.030299999999999997
2016,36,28/08 - 03/09,3025.0,54,1.79,105.0,3.47,156.0,5.16,94.0,71.0,,,2016-08-28,2016-09-03,2016-08-31 00:00:00,0.0347,0.0516,0.0179
2016,37,04/09 - 10/09,3040.0,65,2.14,100.0,3.29,178.0,5.86,82.0,64.0,,,2016-09-04,2016-09-10,2016-09-07 00:00:00,0.0329,0.058600000000000006,0.021400000000000002
2016,38,11/09 - 17/09,3328.0,53,1.59,110.0,3.31,257.0,7.72,99.0,86.0,,,2016-09-11,2016-09-17,2016-09-14 00:00:00,0.0331,0.07719999999999999,0.0159
