Year,Week,Date,Specimens_Other,Adenovirus_count,Adenovirus_pct,RSV_count,RSV_pct,Metapneumovirus_count,Metapneumovirus_pct,Rhinovirus_Enterovirus_count,Rhinovirus_Enterovirus_pct,SARS_CoV_2_count,SARS_CoV_2_pct,From,To,MidDate
2014,1,29/12/2013 - 04/01,2164,39,1.8,6,0.28,22,1.02,22,22.0,,,2013-12-29,2014-01-04,2014-01-01 00:00:00
2014,2,05/01 - 11/01,2412,33,1.37,6,0.25,18,0.75,18,17.0,,,2014-01-05,2014-01-11,2014-01-08 00:00:00
2014,3,12/01 - 18/01,2307,28,1.21,4,0.17,12,0.52,12,12.0,,,2014-01-12,2014-01-18,2014-01-15 00:00:00
2014,4,19/01 - 25/01,2589,20,0.77,20,0.77,13,0.5,13,12.0,,,2014-01-19,2014-01-25,2014-01-22 00:00:00
2014,5,26/01 - 01/02,2676,17,0.64,12,0.45,10,0.37,10,10.0,,,2014-01-26,2014-02-01,2014-01-29 00:00:00
2014,6,02/02 - 08/02,3042,27,0.89,12,0.39,12,0.39,12,10.0,,,2014-02-02,2014-02-08,2014-02-05 00:00:00
2014,7,09/02 - 15/02,2588,42,1.62,21,0.81,148,5.72,148,139.0,,,2014-02-09,2014-02-15,2014-02-12 00:00:00
2014,8,16/02 - 22/02,2879,46,1.6,33,1.15,152,5.28,150,141.0,,,2014-02-16,2014-02-22,2014-02-19 00:00:00
2014,9,23/02 - 01/03,2882,36,1.25,46,1.6,170,5.9,168,160.0,,,2014-02-23,2014-03-01,2014-02-26 00:00:00
2014,10,02/03 - 08/03,2516,32,1.27,48,1.91,207,8.23,206,189.0,,,2014-03-02,2014-03-08,2014-03-05 00:00:00
2014,11,09/03 - 15/03,2433,28,1.15,71,2.92,201,8.26,201,198.0,,,2014-03-09,2014-03-15,2014-03-12 00:00:00
2014,12,16/03 - 22/03,2553,35,1.37,97,3.8,263,10.3,262,258.0,,,2014-03-16,2014-03-22,2014-03-19 00:00:00
2014,13,23/03 - 29/03,2533,46,1.82,152,6.0,266,10.5,209,197.0,,,2014-03-23,2014-03-29,2014-03-26 00:00:00
2014,14,30/03 - 05/04,2186,40,1.83,128,5.86,240,10.98,80,77.0,,,2014-03-30,2014-04-05,2014-04-02 00:00:00
2014,15,06/04 - 12/04,2552,49,1.92,186,7.29,312,12.23,89,83.0,,,2014-04-06,2014-04-12,2014-04-09 00:00:00
2014,16,13/04 - 19/04,2309,47,2.04,146,6.32,273,11.82,87,84.0,,,2014-04-13,2014-04-19,2014-04-16 00:00:00
2014,17,20/04 - 26/04,2297,23,1.0,148,6.44,274,11.93,100,86.0,,,2014-04-20,2014-04-26,2014-04-23 00:00:00
2014,18,27/04 - 03/05,2193,69,3.15,117,5.34,259,11.81,109,94.0,,,2014-04-27,2014-05-03,2014-04-30 00:00:00
2014,19,04/05 - 10/05,1933,40,2.07,76,3.93,246,12.73,99,85.0,,,2014-05-04,2014-05-10,2014-05-07 00:00:00
2014,20,11/05 - 17/05,1919,35,1.82,64,3.34,253,13.18,102,82.0,,,2014-05-11,2014-05-17,2014-05-14 00:00:00
2014,21,18/05 - 24/05,1972,56,2.84,71,3.6,302,15.31,100,64.0,,,2014-05-18,2014-05-24,2014-05-21 00:00:00
2014,22,25/05 - 31/05,2061,64,3.11,104,5.05,332,16.11,94,65.0,,,2014-05-25,2014-05-31,2014-05-28 00:00:00
2014,23,01/06 - 07/06,2132,54,2.53,114,5.35,324,15.2,106,70.0,,,2014-06-01,2014-06-07,2014-06-04 00:00:00
2014,24,08/06 - 14/06,2183,73,3.34,119,5.45,301,13.79,101,58.0,,,2014-06-08,2014-06-14,2014-06-11 00:00:00
2014,25,15/06 - 21/06,2048,55,2.69,89,4.35,226,11.04,95,54.0,,,2014-06-15,2014-06-21,2014-06-18 00:00:00
2014,26,22/06 - 28/06,1825,77,4.22,67,3.67,216,11.84,112,52.0,,,2014-06-22,2014-06-28,2014-06-25 00:00:00
2014,27,29/06 - 05/07,1867,84,4.5,78,4.18,251,13.44,107,55.0,,,2014-06-29,2014-07-05,2014-07-02 00:00:00
2014,28,06/07 - 12/07,1945,99,5.09,95,4.88,261,13.42,99,47.0,,,2014-07-06,2014-07-12,2014-07-09 00:00:00
2014,29,13/07 - 19/07,1924,73,3.79,101,5.25,207,10.76,102,57.0,,,2014-07-13,2014-07-19,2014-07-16 00:00:00
2014,30,20/07 - 26/07,1728,97,5.61,83,4.8,156,9.03,103,57.0,,,2014-07-20,2014-07-26,2014-07-23 00:00:00
2014,31,27/07 - 02/08,1709,73,4.27,82,4.8,123,7.2,98,67.0,,,2014-07-27,2014-08-02,2014-07-30 00:00:00
2014,32,03/08 - 09/08,1653,82,4.96,72,4.36,92,5.57,76,55.0,,,2014-08-03,2014-08-09,2014-08-06 00:00:00
2014,33,10/08 - 16/08,1549,60,3.87,67,4.33,131,8.46,99,79.0,,,2014-08-10,2014-08-16,2014-08-13 00:00:00
2014,34,17/08 - 23/08,1480,49,3.31,52,3.51,113,7.64,91,68.0,,,2014-08-17,2014-08-23,2014-08-20 00:00:00
2014,35,24/08 - 30/08,1638,64,3.91,61,3.72,137,8.36,111,81.0,,,2014-08-24,2014-08-30,2014-08-27 00:00:00
2014,36,31/08 - 06/09,1844,50,2.71,74,4.01,124,6.72,84,73.0,,,2014-08-31,2014-09-06,2014-09-03 00:00:00
2014,37,07/09 - 13/09,1848,55,2.98,78,4.22,181,9.79,93,84.0,,,2014-09-07,2014-09-13,2014-09-10 00:00:00
2014,38,14/09 - 20/09,1949,74,3.8,53,2.72,253,12.98,86,75.0,,,2014-09-14,2014-09-20,2014-09-17 00:00:00
2014,39,21/09 - 27/09,1983,59,2.98,60,3.03,261,13.16,105,91.0,,,2014-09-21,2014-09-27,2014-09-24 00:00:00
2014,40,28/09 - 04/10,1912,67,3.5,86,4.5,275,14.38,122,111.0,,,2014-09-28,2014-10-04,2014-10-01 00:00:00
2014,41,05/10 - 11/10,1857,74,3.98,65,3.5,276,14.86,81,73.0,,,2014-10-05,2014-10-11,2014-10-08 00:00:00
2014,42,12/10 - 18/10,1898,83,4.37,37,1.95,294,15.49,96,86.0,,,2014-10-12,2014-10-18,2014-10-15 00:00:00
2014,43,19/10 - 25/10,1797,53,2.95,34,1.89,305,16.97,97,92.0,,,2014-10-19,2014-10-25,2014-10-22 00:00:00
2014,44,26/10 - 01/11,1962,95,4.84,26,1.33,307,15.65,89,80.0,,,2014-10-26,2014-11-01,2014-10-29 00:00:00
2014,45,02/11 - 08/11,1964,105,5.35,29,1.48,294,14.97,99,92.0,,,2014-11-02,2014-11-08,2014-11-05 00:00:00
2014,46,09/11 - 15/11,1812,116,6.4,24,1.32,305,16.83,113,108.0,,,2014-11-09,2014-11-15,2014-11-12 00:00:00
2014,47,16/11 - 22/11,2102,94,4.47,28,1.33,372,17.7,88,79.0,,,2014-11-16,2014-11-22,2014-11-19 00:00:00
2014,48,23/11 - 29/11,2140,125,5.84,33,1.54,319,14.91,80,78.0,,,2014-11-23,2014-11-29,2014-11-26 00:00:00
2014,49,30/11 - 06/12,2045,117,5.72,37,1.81,277,13.55,101,91.0,,,2014-11-30,2014-12-06,2014-12-03 00:00:00
2014,50,07/12 - 13/12,2158,120,5.56,55,2.55,291,13.48,84,77.0,,,2014-12-07,2014-12-13,2014-12-10 00:00:00
2014,51,14/12 - 20/12,2373,140,5.9,50,2.11,314,13.23,102,100.0,,,2014-12-14,2014-12-20,2014-12-17 00:00:00
2014,52,21/12 - 27/12,2495,89,3.57,46,1.84,269,10.78,109,107.0,,,2014-12-21,2014-12-27,2014-12-24 00:00:00
2015,1,28/12/2014 - 03/01,3069,134,4.37,51,1.66,266,8.67,92,91.0,,,2014-12-28,2015-01-03,2014-12-31 00:00:00
2015,2,04/01 - 10/01,3351,105,3.13,64,1.91,289,8.62,99,96.0,,,2015-01-04,2015-01-10,2015-01-07 00:00:00
2015,3,11/01 - 17/01,3392,110,3.24,49,1.44,215,6.34,83,83.0,,,2015-01-11,2015-01-17,2015-01-14 00:00:00
2015,4,18/01 - 24/01,4315,100,2.32,70,1.62,248,5.75,117,115.0,,,2015-01-18,2015-01-24,2015-01-21 00:00:00
2015,5,25/01 - 31/01,5187,82,1.58,84,1.62,304,5.86,115,111.0,,,2015-01-25,2015-01-31,2015-01-28 00:00:00
2015,6,01/02 - 07/02,4854,88,1.81,69,1.42,230,4.74,51,49.0,,,2015-02-01,2015-02-07,2015-02-04 00:00:00
2015,7,08/02 - 14/02,4650,94,2.02,90,1.94,199,4.28,121,119.0,,,2015-02-08,2015-02-14,2015-02-11 00:00:00
2015,8,15/02 - 21/02,4049,94,2.32,70,1.73,215,5.31,110,109.0,,,2015-02-15,2015-02-21,2015-02-18 00:00:00
2015,9,22/02 - 28/02,4714,85,1.8,120,2.55,214,4.54,81,79.0,,,2015-02-22,2015-02-28,2015-02-25 00:00:00
2015,10,01/03 - 07/03,4145,57,1.38,70,1.69,145,3.5,98,89.0,,,2015-03-01,2015-03-07,2015-03-04 00:00:00
2015,11,08/03 - 14/03,3800,44,1.16,72,1.89,131,3.45,81,76.0,,,2015-03-08,2015-03-14,2015-03-11 00:00:00
2015,12,15/03 - 21/03,4093,46,1.12,97,2.37,255,6.23,78,77.0,,,2015-03-15,2015-03-21,2015-03-18 00:00:00
2015,13,22/03 - 28/03,3640,57,1.57,103,2.83,257,7.06,44,42.0,,,2015-03-22,2015-03-28,2015-03-25 00:00:00
2015,14,29/03 - 04/04,2767,38,1.37,80,2.89,235,8.49,63,62.0,,,2015-03-29,2015-04-04,2015-04-01 00:00:00
2015,15,05/04 - 11/04,4054,39,0.96,137,3.38,362,8.93,85,78.0,,,2015-04-05,2015-04-11,2015-04-08 00:00:00
2015,16,12/04 - 18/04,3275,37,1.13,129,3.94,313,9.56,41,35.0,,,2015-04-12,2015-04-18,2015-04-15 00:00:00
2015,17,19/04 - 25/04,3093,23,0.74,83,2.68,290,9.38,99,89.0,,,2015-04-19,2015-04-25,2015-04-22 00:00:00
2015,18,26/04 - 02/05,2989,36,1.2,108,3.61,357,11.94,57,47.0,,,2015-04-26,2015-05-02,2015-04-29 00:00:00
2015,19,03/05 - 09/05,2956,34,1.15,95,3.21,358,12.11,33,28.0,,,2015-05-03,2015-05-09,2015-05-06 00:00:00
2015,20,10/05 - 16/05,2875,35,1.22,89,3.1,368,12.8,109,82.0,,,2015-05-10,2015-05-16,2015-05-13 00:00:00
2015,21,17/05 - 23/05,2786,38,1.36,91,3.27,370,13.28,85,58.0,,,2015-05-17,2015-05-23,2015-05-20 00:00:00
2015,22,24/05 - 30/05,2963,36,1.21,119,4.02,346,11.68,104,77.0,,,2015-05-24,2015-05-30,2015-05-27 00:00:00
2015,23,31/05 - 06/06,3337,58,1.74,123,3.69,342,10.25,70,46.0,,,2015-05-31,2015-06-06,2015-06-03 00:00:00
2015,24,07/06 - 13/06,3815,61,1.6,125,3.28,406,10.64,151,91.0,,,2015-06-07,2015-06-13,2015-06-10 00:00:00
2015,25,14/06 - 20/06,3480,54,1.55,134,3.85,326,9.37,45,25.0,,,2015-06-14,2015-06-20,2015-06-17 00:00:00
2015,26,21/06 -  27/06,4086,55,1.35,149,3.65,346,8.47,130,75.0,,,2015-06-21,2015-06-27,2015-06-24 00:00:00
2015,27,28/06 - 04/07,3825,46,1.2,170,4.44,279,7.29,75,39.0,,,2015-06-28,2015-07-04,2015-07-01 00:00:00
2015,28,05/07 - 11/07,3420,63,1.84,174,5.09,267,7.81,104,60.0,,,2015-07-05,2015-07-11,2015-07-08 00:00:00
2015,29,12/07 - 18/07,3186,43,1.35,173,5.43,262,8.22,86,66.0,,,2015-07-12,2015-07-18,2015-07-15 00:00:00
2015,30,19/07 - 25/07,2793,29,1.04,147,5.26,205,7.34,76,58.0,,,2015-07-19,2015-07-25,2015-07-22 00:00:00
2015,31,26/07 - 01/08,2799,38,1.36,113,4.04,211,7.54,105,74.0,,,2015-07-26,2015-08-01,2015-07-29 00:00:00
2015,32,02/08 - 08/08,2898,32,1.1,133,4.59,240,8.28,108,75.0,,,2015-08-02,2015-08-08,2015-08-05 00:00:00
2015,33,09/08 - 15/08,2883,36,1.25,131,4.54,247,8.57,97,69.0,,,2015-08-09,2015-08-15,2015-08-12 00:00:00
